target_role,student_id,age,gender,city,state,pincode,education_level,institution,institution_tier,major,graduation_year,gpa,gpa_rounded,skills,skills_count,has_python,has_java,has_javascript,has_sql,projects_count,projects,internships_count,internship_companies,has_internship,premium_internship,work_experience_years,experience_level,has_experience,certifications,certifications_count,has_certification,has_github,has_linkedin,online_presence_score,expected_salary_lpa,willing_to_relocate,preferred_locations,education_experience_score,skill_certification_score,overall_profile_score,data_version
Civil Engineer,STU003323,18,Female,Chennai,Tamil Nadu,486822,Master's,NIT Durgapur,Tier-2,Civil Engineering,2027,7.94,8,"Revit, STAAD Pro, Structural Analysis, Project Management, Surveying, Construction Management, AutoCAD",7,0,0,0,0,3,Circuit Design - 2022 | Bridge Design - 2022 | Building Plan - 2022,1,ABB,1,0,0.0,Fresher,0,"LEED Green Associate, AutoCAD Certified Professional",2,1,0,1,0.5,8.22,1,Chennai,0.79,1.17,0.63,0cd8875c
Data Scientist,STU001130,22,Female,Lucknow,Uttar Pradesh,377229,PhD,IIT Bombay,Tier-1,Data Science,2025,7.09,7,"Tableau, Pandas, Data Visualization, TensorFlow, Python, SQL, NumPy, R, Machine Learning, Statistics",10,1,0,0,1,3,E-commerce Platform - 2022 | E-commerce Platform - 2023 | Task Manager - 2020,3,"Oracle, Freshworks, Wipro",1,0,1.0,Junior,1,IBM Data Science Professional,1,1,1,1,1.0,21.18,1,Mumbai,0.85,1.33,0.67,0cd8875c
DevOps Engineer,STU004057,18,Female,Pune,Maharashtra,525012,Bachelor's,IIIT Delhi,Tier-1,Information Technology,2028,8.32,8,"Monitoring, Linux, Kubernetes, Jenkins, Ansible, Docker, AWS",7,0,0,0,0,5,Task Manager - 2023 | Weather App - 2020 | Social Media App - 2020 | E-commerce Platform - 2024 | Social Media App - 2021,1,UpGrad,1,0,0.0,Fresher,0,"Docker Certified Associate, AWS Certified DevOps Engineer, Certified Kubernetes Administrator",3,1,1,1,1.0,9.58,0,"Pune, Delhi-NCR",0.83,1.4,0.69,0cd8875c
Product Manager,STU004641,26,Female,Bangalore,Karnataka,393490,Bachelor's,Calcutta University,Tier-2,Business Administration,2024,8.1,8,"JIRA, MVP Development, Agile, Product Strategy, Market Research, User Stories, Analytics",7,0,0,0,0,3,Financial Model - 2021 | Marketing Campaign - 2020 | Financial Model - 2022,2,"Zerodha, Deloitte",1,0,2.7,Mid-Level,1,Certified Scrum Product Owner,1,1,0,1,0.5,13.82,1,"Delhi-NCR, Hyderabad, Chennai",1.25,0.93,0.66,0cd8875c
Financial Analyst,STU004394,25,Female,Jaipur,Rajasthan,191996,Master's,NMIMS,Tier-2,Commerce,2027,8.19,8,"Accounting, Excel, Bloomberg, Valuation, Python, Financial Modeling, Risk Analysis",7,1,0,0,0,2,HR Policy - 2022 | Market Analysis - 2021,2,"Capgemini, PwC",1,0,0.0,Fresher,0,Financial Modeling Certificate,1,1,0,1,0.5,14.93,1,"Delhi-NCR, Hyderabad",0.82,0.93,0.58,0cd8875c
Financial Analyst,STU002008,23,Female,Hyderabad,Telangana,849623,Master's,IIM Calcutta,Tier-1,Economics,2025,7.11,7,"Bloomberg, Excel, Risk Analysis, Accounting, Valuation, Python",6,1,0,0,0,3,Market Analysis - 2023 | Market Analysis - 2023 | Marketing Campaign - 2020,2,"EY, IBM",1,0,1.5,Junior,1,Financial Modeling Certificate,1,1,0,1,0.5,13.17,1,"Hyderabad, Mumbai",0.92,0.8,0.56,0cd8875c
Software Engineer,STU004963,25,Male,Hyderabad,Telangana,224065,Bachelor's,NIT Warangal,Tier-2,Information Technology,2024,6.86,7,"REST APIs, Docker, Microservices, Data Structures, SQL, Java",6,0,1,0,1,2,Weather App - 2022 | Weather App - 2024,2,"Dream11, Freshworks",1,0,2.4,Mid-Level,1,"Microsoft Certified: Azure Developer, Oracle Certified Professional",2,1,1,1,1.0,10.61,0,Chennai,1.02,1.0,0.63,0cd8875c
Product Manager,STU002649,18,Male,Lucknow,Uttar Pradesh,672316,Master's,IIM Raipur,Tier-1,MBA,2027,8.55,9,"Wireframing, MVP Development, Analytics, Product Strategy, User Stories, Market Research, Agile",7,0,0,0,0,5,Market Analysis - 2022 | HR Policy - 2022 | Marketing Campaign - 2020 | Market Analysis - 2022 | HR Policy - 2024,2,"Zerodha, BlackBuck",1,0,0.0,Fresher,0,"Product School Certification, Certified Scrum Product Owner",2,1,0,1,0.5,31.0,1,"Pune, Mumbai",0.86,1.17,0.65,0cd8875c
Electrical Engineer,STU001823,20,Female,Bangalore,Karnataka,109201,Master's,Jadavpur University,Tier-2,Electronics Engineering,2026,7.79,8,"VLSI, Power Systems, PLC, Circuit Design, MATLAB, Embedded Systems, Simulink",7,0,0,0,0,2,Circuit Design - 2023 | Bridge Design - 2021,2,"L&T, Mahindra",1,0,0.5,Junior,1,None,0,0,0,1,0.5,7.83,1,Chennai,0.86,0.7,0.54,0cd8875c
Data Scientist,STU001151,25,Male,Kolkata,West Bengal,753304,Bachelor's,IIIT Bangalore,Tier-2,Data Science,2028,8.06,8,"Data Visualization, TensorFlow, Pandas, R, Statistics, Machine Learning, Tableau",7,0,0,0,0,4,Social Media App - 2024 | E-commerce Platform - 2020 | Weather App - 2023 | Social Media App - 2021,0,None,0,0,0.0,Fresher,0,SAS Certified Specialist,1,1,1,0,0.5,12.53,0,"Chennai, Bangalore",0.81,0.93,0.58,0cd8875c
Product Manager,STU004645,26,Female,Jaipur,Rajasthan,516947,Bachelor's,NMIMS,Tier-2,Computer Science,2024,6.64,7,"JIRA, MVP Development, Market Research, Product Strategy, User Stories, Analytics, Agile, Wireframing",8,0,0,0,0,3,Market Analysis - 2022 | Financial Model - 2020 | Marketing Campaign - 2024,4,"Capgemini, EY, KPMG, Deloitte",1,0,2.9,Mid-Level,1,None,0,0,0,1,0.5,16.4,0,"Hyderabad, Mumbai",1.05,0.8,0.6,0cd8875c
Civil Engineer,STU008235,22,Female,Delhi,Delhi,457363,Bachelor's,IIT Indore,Tier-1,Construction Technology,2025,7.29,7,"STAAD Pro, Surveying, Revit, Project Management, AutoCAD, Construction Management, Structural Analysis",7,0,0,0,0,3,Bridge Design - 2023 | Thermal Analysis - 2024 | Circuit Design - 2021,3,"Schneider Electric, Tata Motors, Mahindra",1,0,1.8,Junior,1,AutoCAD Certified Professional,1,1,0,1,0.5,5.73,1,"Hyderabad, Pune, Mumbai",0.99,0.93,0.61,0cd8875c
Financial Analyst,STU001658,24,Male,Mumbai,Maharashtra,754448,PhD,Xavier's Mumbai,Tier-2,Commerce,2025,6.23,6,"Accounting, Python, Excel, Bloomberg, Risk Analysis, Financial Modeling",6,1,0,0,0,3,Financial Model - 2024 | Financial Model - 2021 | Market Analysis - 2024,2,"IBM, Rivigo",1,0,1.3,Junior,1,FRM Certification,1,1,0,1,0.5,13.66,0,"Mumbai, Delhi-NCR",0.78,0.8,0.53,0cd8875c
Software Engineer,STU008841,25,Male,Ahmedabad,Gujarat,475479,Bachelor's,NIT Trichy,Tier-2,Computer Science,2028,7.9,8,"Docker, Microservices, Java, SQL, C++, Data Structures, Python, Algorithms, Git, REST APIs",10,1,1,0,1,2,E-commerce Platform - 2020 | Task Manager - 2020,1,TCS,1,0,0.0,Fresher,0,"Microsoft Certified: Azure Developer, Google Cloud Developer",2,1,1,1,1.0,8.16,1,Mumbai,0.79,1.67,0.72,0cd8875c
Product Manager,STU003954,22,Female,Lucknow,Uttar Pradesh,900311,PhD,St. Stephens Delhi,Tier-2,Business Administration,2024,8.43,8,"User Stories, Wireframing, Analytics, MVP Development, JIRA, Product Strategy, Market Research",7,0,0,0,0,2,Financial Model - 2024 | Financial Model - 2020,2,"PhysicsWallah, PwC",1,0,2.8,Mid-Level,1,Product School Certification,1,1,0,1,0.5,29.74,1,Delhi-NCR,1.32,0.93,0.67,0cd8875c
HR Generalist,STU006689,26,Male,Ahmedabad,Gujarat,190818,Bachelor's,Pune University,Tier-2,Psychology,2025,9.12,9,"Employee Relations, Communication, Training, Recruitment, Performance Management, Excel",6,0,0,0,0,5,HR Policy - 2024 | Financial Model - 2020 | Market Analysis - 2023 | HR Policy - 2020 | Financial Model - 2022,1,TCS,1,0,1.8,Junior,1,"HRCI Certification, SHRM Certified",2,1,0,1,0.5,5.69,1,"Bangalore, Hyderabad, Pune",1.24,1.0,0.68,0cd8875c
Product Manager,STU006697,20,Female,Bangalore,Karnataka,377859,PhD,NMIMS,Tier-2,MBA,2026,6.62,7,"Agile, MVP Development, JIRA, Wireframing, Analytics, Market Research, Product Strategy",7,0,0,0,0,5,Market Analysis - 2022 | Marketing Campaign - 2024 | HR Policy - 2021 | Market Analysis - 2024 | HR Policy - 2023,3,"Accenture, Cisco, Ola Electric",1,0,0.2,Junior,1,None,0,0,0,1,0.5,30.8,1,Chennai,0.69,0.7,0.49,0cd8875c
Financial Analyst,STU008732,23,Female,Pune,Maharashtra,678603,Bachelor's,BHU,Tier-2,Commerce,2025,6.74,7,"Valuation, Accounting, Excel, Risk Analysis, Bloomberg, Python, Financial Modeling",7,1,0,0,0,4,Marketing Campaign - 2021 | Financial Model - 2023 | Market Analysis - 2021 | Marketing Campaign - 2022,2,"SAP, Razorpay",1,0,1.3,Junior,1,None,0,0,0,1,0.5,10.3,1,Chennai,0.85,0.7,0.53,0cd8875c
Civil Engineer,STU004043,20,Female,Lucknow,Uttar Pradesh,591893,Bachelor's,IIT Kanpur,Tier-1,Construction Technology,2028,9.38,9,"Construction Management, Surveying, Revit, Structural Analysis, STAAD Pro, AutoCAD, Project Management",7,0,0,0,0,4,Bridge Design - 2024 | Thermal Analysis - 2024 | Building Plan - 2022 | Building Plan - 2022,1,Reliance,1,0,0.0,Fresher,0,None,0,0,0,1,0.5,6.37,0,Hyderabad,0.94,0.7,0.57,0cd8875c
Electrical Engineer,STU007602,21,Male,Chennai,Tamil Nadu,142356,Bachelor's,NIT Rourkela,Tier-2,Electrical Engineering,2027,6.28,6,"PLC, Embedded Systems, Simulink, VLSI, Circuit Design, Power Systems, MATLAB",7,0,0,0,0,4,Circuit Design - 2023 | Thermal Analysis - 2021 | Thermal Analysis - 2021 | Building Plan - 2023,1,Bajaj Auto,1,0,0.0,Fresher,0,"MATLAB Certified, IEEE Certification",2,1,0,1,0.5,6.69,0,"Hyderabad, Chennai, Pune",0.63,1.17,0.58,0cd8875c
UX Designer,STU000280,25,Female,Lucknow,Uttar Pradesh,928645,Bachelor's,IIT Hyderabad,Tier-1,Design,2024,8.99,9,"Sketch, Wireframing, Adobe XD, Usability Testing, User Research, Prototyping, Information Architecture",7,0,0,0,0,4,Weather App - 2023 | E-commerce Platform - 2022 | Task Manager - 2022 | Task Manager - 2023,1,Cisco,1,0,2.2,Mid-Level,1,HFI Certification,1,1,1,1,1.0,9.88,0,"Hyderabad, Chennai, Pune",1.29,0.93,0.67,0cd8875c
Financial Analyst,STU001838,20,Female,Delhi,Delhi,592774,Master's,SP Jain,Tier-2,Commerce,2027,8.22,8,"Bloomberg, Financial Modeling, Valuation, Excel, Python, Accounting, Risk Analysis",7,1,0,0,0,3,Market Analysis - 2024 | Marketing Campaign - 2022 | Market Analysis - 2023,0,None,0,0,0.0,Fresher,0,"NSE Certified, FRM Certification",2,1,0,0,0.0,13.3,1,Chennai,0.82,1.17,0.64,0cd8875c
Data Scientist,STU005588,25,Female,Kolkata,West Bengal,364299,Master's,NIT Surathkal,Tier-2,Data Science,2025,7.09,7,"SQL, Machine Learning, TensorFlow, Data Visualization, Pandas, Python, NumPy",7,1,0,0,1,5,Task Manager - 2024 | Social Media App - 2024 | Social Media App - 2022 | Social Media App - 2023 | Weather App - 2020,1,Amazon,1,1,1.4,Junior,1,TensorFlow Developer Certificate,1,1,1,1,1.0,13.7,0,"Hyderabad, Mumbai",0.91,0.93,0.59,0cd8875c
Data Scientist,STU007160,18,Female,Hyderabad,Telangana,423057,Master's,IIT BHU,Tier-1,Mathematics,2027,7.62,8,"Machine Learning, Data Visualization, SQL, TensorFlow, R, NumPy",6,0,0,0,1,3,Task Manager - 2022 | Task Manager - 2020 | Task Manager - 2023,0,None,0,0,0.0,Fresher,0,"IBM Data Science Professional, SAS Certified Specialist",2,1,1,1,1.0,12.17,1,"Bangalore, Hyderabad",0.76,1.0,0.59,0cd8875c
HR Generalist,STU007765,22,Male,Chennai,Tamil Nadu,299350,Bachelor's,Mumbai University,Tier-2,Business Administration,2025,7.56,8,"Training, Communication, Employee Relations, HR Policies, Excel, Recruitment, Performance Management",7,0,0,0,0,3,Market Analysis - 2020 | Marketing Campaign - 2021 | Financial Model - 2020,2,"BlackBuck, SAP",1,0,1.2,Junior,1,None,0,0,0,1,0.5,5.97,1,"Hyderabad, Mumbai, Pune",0.94,0.7,0.55,0cd8875c
Electrical Engineer,STU007941,26,Male,Mumbai,Maharashtra,842822,Bachelor's,NIT Trichy,Tier-2,Electrical Engineering,2024,8.19,8,"MATLAB, Simulink, PLC, Power Systems, Circuit Design, VLSI, Embedded Systems",7,0,0,0,0,5,Thermal Analysis - 2024 | Thermal Analysis - 2020 | Circuit Design - 2022 | Building Plan - 2023 | Building Plan - 2023,1,Samsung,1,0,2.0,Mid-Level,1,None,0,0,0,1,0.5,5.56,0,"Mumbai, Delhi-NCR, Chennai",1.15,0.7,0.59,0cd8875c
Research Scientist,STU007877,18,Male,Pune,Maharashtra,364106,Master's,NMIMS,Tier-2,Chemistry,2027,7.56,8,"Technical Writing, Data Analysis, Python, Lab Techniques, R, Grant Writing, Research Methodology",7,1,0,0,0,4,Research Paper - 2021 | Research Paper - 2023 | Research Paper - 2023 | Data Collection - 2024,1,Capgemini,1,0,0.0,Fresher,0,Good Laboratory Practices,1,1,0,1,0.5,13.53,1,"Bangalore, Pune, Mumbai",0.76,0.93,0.57,0cd8875c
DevOps Engineer,STU004572,21,Male,Pune,Maharashtra,552279,Master's,NIT Warangal,Tier-2,Information Technology,2026,8.96,9,"AWS, Monitoring, Ansible, Linux, Git, Terraform, Docker, Jenkins, CI/CD, Kubernetes",10,0,0,0,0,3,Task Manager - 2022 | Weather App - 2021 | Social Media App - 2022,2,"Zomato, Infosys",1,0,0.0,Fresher,0,"Docker Certified Associate, AWS Certified DevOps Engineer, HashiCorp Certification",3,1,1,1,1.0,13.55,1,"Mumbai, Chennai",0.9,2.0,0.8,0cd8875c
Electrical Engineer,STU000395,25,Female,Jaipur,Rajasthan,621877,Bachelor's,Thapar University,Tier-2,Electronics Engineering,2025,7.85,8,"PLC, Simulink, Embedded Systems, VLSI, MATLAB, Circuit Design, Power Systems",7,0,0,0,0,4,Thermal Analysis - 2020 | Building Plan - 2021 | Bridge Design - 2020 | Circuit Design - 2024,2,"Schneider Electric, ABB",1,0,1.5,Junior,1,"IEEE Certification, Certified Automation Professional",2,1,0,1,0.5,7.9,0,"Delhi-NCR, Chennai",1.02,1.17,0.67,0cd8875c
Software Engineer,STU005004,26,Female,Jaipur,Rajasthan,511945,Bachelor's,IIIT Bangalore,Tier-2,Computer Science,2026,6.52,7,"Data Structures, SQL, Git, Java, Docker, Algorithms, REST APIs, Python",8,1,1,0,1,2,Task Manager - 2021 | Social Media App - 2021,3,"Dream11, Cognizant, Razorpay",1,0,0.1,Junior,1,AWS Certified Developer,1,1,1,1,1.0,11.77,0,"Bangalore, Chennai, Delhi-NCR",0.67,1.07,0.57,0cd8875c
UX Designer,STU005240,21,Female,Lucknow,Uttar Pradesh,176605,Bachelor's,NIT Trichy,Tier-2,Design,2026,8.25,8,"User Research, Wireframing, Prototyping, Usability Testing, Information Architecture, Figma, Adobe XD, Sketch",8,0,0,0,0,5,Social Media App - 2022 | Weather App - 2020 | Weather App - 2022 | E-commerce Platform - 2023 | Social Media App - 2020,3,"Microsoft, Zomato, InMobi",1,1,0.0,Fresher,0,Adobe Certified Professional,1,1,1,1,1.0,6.58,0,"Pune, Hyderabad",0.82,1.07,0.62,0cd8875c
Electrical Engineer,STU008586,20,Female,Kolkata,West Bengal,592826,Bachelor's,SRM University,Tier-2,Electronics Engineering,2024,6.64,7,"Embedded Systems, VLSI, Simulink, MATLAB, PLC, Power Systems, Circuit Design",7,0,0,0,0,4,Circuit Design - 2024 | Circuit Design - 2020 | Bridge Design - 2021 | Circuit Design - 2024,2,"ABB, ABB",1,0,2.9,Mid-Level,1,IEEE Certification,1,1,0,1,0.5,7.79,0,"Mumbai, Delhi-NCR, Chennai",1.05,0.93,0.62,0cd8875c
Machine Learning Engineer,STU006833,23,Male,Delhi,Delhi,691166,Master's,IIT Indore,Tier-1,Data Science,2025,9.68,10,"PyTorch, NLP, TensorFlow, Python, Keras, MLOps, Scikit-learn",7,1,0,0,0,2,Social Media App - 2023 | E-commerce Platform - 2020,3,"EY, TCS, Microsoft",1,1,1.4,Junior,1,TensorFlow Developer Certificate,1,1,1,1,1.0,17.41,1,Pune,1.24,0.93,0.67,0cd8875c
Financial Analyst,STU008903,19,Male,Jaipur,Rajasthan,787186,Bachelor's,St. Stephens Delhi,Tier-2,Commerce,2026,6.65,7,"Valuation, Risk Analysis, Bloomberg, Python, Financial Modeling, Excel, Accounting",7,1,0,0,0,4,Marketing Campaign - 2020 | Marketing Campaign - 2020 | HR Policy - 2024 | Marketing Campaign - 2023,1,Accenture,1,0,0.6,Junior,1,None,0,0,0,1,0.5,11.39,1,"Delhi-NCR, Chennai",0.74,0.7,0.51,0cd8875c
Research Scientist,STU006294,24,Male,Chennai,Tamil Nadu,281777,Master's,BHU,Tier-2,Chemistry,2025,6.84,7,"Technical Writing, Research Methodology, Python, R, Data Analysis, Lab Techniques, Grant Writing",7,1,0,0,0,2,Lab Experiment - 2022 | Research Paper - 2024,2,"Infosys, Razorpay",1,0,1.3,Junior,1,"Clinical Research Certification, Research Ethics Certification",2,1,0,1,0.5,9.34,1,"Hyderabad, Pune",0.86,1.17,0.63,0cd8875c
Civil Engineer,STU008517,24,Male,Bangalore,Karnataka,977291,Master's,NIT Rourkela,Tier-2,Civil Engineering,2025,8.7,9,"STAAD Pro, Revit, Surveying, Structural Analysis, Project Management, AutoCAD, Construction Management",7,0,0,0,0,5,Building Plan - 2024 | Circuit Design - 2023 | Bridge Design - 2023 | Building Plan - 2023 | Thermal Analysis - 2021,2,"ABB, Bosch",1,0,1.0,Junior,1,LEED Green Associate,1,1,0,1,0.5,10.23,1,Pune,1.04,0.93,0.63,0cd8875c
Software Engineer,STU007711,19,Male,Ahmedabad,Gujarat,264297,PhD,IIT Kanpur,Tier-1,Information Technology,2025,9.22,9,"REST APIs, Python, C++, Data Structures, Algorithms, Microservices",6,1,0,0,0,3,Task Manager - 2023 | Task Manager - 2022 | Social Media App - 2023,4,"Swiggy, Flipkart, EY, Ola",1,0,1.7,Junior,1,"AWS Certified Developer, Microsoft Certified: Azure Developer",2,1,1,1,1.0,20.88,1,Bangalore,1.24,1.0,0.68,0cd8875c
Software Engineer,STU007336,22,Male,Jaipur,Rajasthan,579735,Master's,IIIT Delhi,Tier-1,Information Technology,2025,8.86,9,"Git, REST APIs, Data Structures, Docker, C++, Java, Python",7,1,1,0,0,2,E-commerce Platform - 2020 | Task Manager - 2022,1,PhonePe,1,0,1.2,Junior,1,"AWS Certified Developer, Oracle Certified Professional",2,1,0,1,0.5,14.81,0,Chennai,1.1,1.17,0.69,0cd8875c
Software Engineer,STU003255,19,Male,Hyderabad,Telangana,377614,Bachelor's,IIT Delhi,Tier-1,Information Technology,2027,8.96,9,"Data Structures, Algorithms, Docker, Java, C++, Git, REST APIs, SQL, Python, Microservices",10,1,1,0,1,4,Weather App - 2021 | Task Manager - 2024 | Weather App - 2021 | E-commerce Platform - 2020,2,"Uber, TCS",1,0,0.0,Fresher,0,None,0,0,1,1,1.0,7.87,0,"Mumbai, Hyderabad",0.9,1.0,0.65,0cd8875c
Mechanical Engineer,STU003874,22,Female,Mumbai,Maharashtra,680695,Bachelor's,NIT Rourkela,Tier-2,Mechanical Engineering,2026,6.28,6,"Thermodynamics, CATIA, Fluid Mechanics, FEA, AutoCAD, Manufacturing",6,0,0,0,0,2,Bridge Design - 2024 | Circuit Design - 2020,4,"Samsung, Tata Motors, Bajaj Auto, Samsung",1,0,0.7,Junior,1,ASME Certification,1,1,0,1,0.5,5.54,0,"Hyderabad, Delhi-NCR, Chennai",0.72,0.8,0.52,0cd8875c
Data Scientist,STU001227,18,Male,Delhi,Delhi,275795,Bachelor's,IIT Hyderabad,Tier-1,Mathematics,2026,9.2,9,"SQL, R, Statistics, Data Visualization, TensorFlow, Pandas, NumPy, Machine Learning",8,0,0,0,1,4,Task Manager - 2023 | Task Manager - 2024 | Social Media App - 2024 | Weather App - 2024,4,"Paytm, Accenture, PhonePe, Accenture",1,0,0.8,Junior,1,None,0,0,1,1,1.0,9.94,1,"Mumbai, Bangalore",1.07,0.8,0.62,0cd8875c
DevOps Engineer,STU005714,19,Female,Delhi,Delhi,658838,Bachelor's,IIT Kharagpur,Tier-1,Information Technology,2026,7.0,7,"AWS, Monitoring, CI/CD, Terraform, Docker, Jenkins, Ansible, Git",8,0,0,0,0,4,Weather App - 2020 | E-commerce Platform - 2022 | Task Manager - 2022 | E-commerce Platform - 2024,3,"Swiggy, Infosys, Swiggy",1,0,0.2,Junior,1,HashiCorp Certification,1,1,0,1,0.5,14.78,1,"Delhi-NCR, Hyderabad, Pune",0.73,1.07,0.58,0cd8875c
Business Analyst,STU008623,25,Female,Hyderabad,Telangana,357793,Master's,IIM Calcutta,Tier-1,Statistics,2026,8.06,8,"SQL, Requirements Gathering, Tableau, Stakeholder Management, Excel, Data Analysis, Visio",7,0,0,0,1,4,Financial Model - 2023 | Market Analysis - 2020 | Marketing Campaign - 2020 | Financial Model - 2024,3,"Razorpay, Razorpay, Cisco",1,0,0.3,Junior,1,Google Data Analytics,1,1,0,1,0.5,14.07,1,"Pune, Mumbai, Chennai",0.85,0.93,0.59,0cd8875c
Software Engineer,STU000043,25,Male,Chennai,Tamil Nadu,621530,Master's,NIT Jaipur,Tier-2,Information Technology,2025,6.69,7,"Python, REST APIs, Algorithms, Data Structures, Docker, Git, C++, SQL",8,1,0,0,1,2,E-commerce Platform - 2023 | Social Media App - 2022,3,"Infosys, Accenture, Amazon",1,1,1.4,Junior,1,Microsoft Certified: Azure Developer,1,1,1,1,1.0,12.68,1,"Pune, Chennai, Bangalore",0.86,1.07,0.61,0cd8875c
Financial Analyst,STU004102,19,Female,Ahmedabad,Gujarat,787281,Bachelor's,Ashoka University,Tier-2,Commerce,2024,6.95,7,"Accounting, Excel, Risk Analysis, Bloomberg, Python, Valuation, Financial Modeling",7,1,0,0,0,4,Market Analysis - 2021 | Market Analysis - 2024 | Market Analysis - 2022 | HR Policy - 2022,1,Groww,1,0,2.7,Mid-Level,1,"CFA Level 1, Financial Modeling Certificate",2,1,0,1,0.5,8.6,0,"Bangalore, Pune",1.07,1.17,0.67,0cd8875c
Machine Learning Engineer,STU005300,25,Male,Jaipur,Rajasthan,571292,Bachelor's,Amity University,Tier-2,Computer Science,2028,9.04,9,"Scikit-learn, PyTorch, NLP, MLOps, Keras, Python, Computer Vision, TensorFlow",8,1,0,0,0,4,Social Media App - 2023 | Task Manager - 2020 | Social Media App - 2021 | Weather App - 2020,2,"Zomato, Microsoft",1,1,0.0,Fresher,0,AWS Certified Machine Learning,1,1,0,1,0.5,12.14,1,Delhi-NCR,0.9,1.07,0.64,0cd8875c
Web Developer,STU005415,25,Male,Mumbai,Maharashtra,262970,Bachelor's,Manipal University,Tier-2,Web Development,2025,6.57,7,"HTML, Express, Node.js, MongoDB, JavaScript, Redux",6,0,0,1,0,5,Weather App - 2022 | Social Media App - 2022 | E-commerce Platform - 2020 | E-commerce Platform - 2020 | E-commerce Platform - 2024,1,UpGrad,1,0,1.9,Junior,1,Google UX Design,1,1,1,1,1.0,8.08,0,"Bangalore, Pune, Delhi-NCR",0.91,0.8,0.56,0cd8875c
Web Developer,STU005102,22,Male,Delhi,Delhi,997148,Bachelor's,Thapar University,Tier-2,Information Technology,2025,8.98,9,"TypeScript, MongoDB, Redux, Node.js, JavaScript, React, Git, HTML",8,0,0,1,0,4,Task Manager - 2023 | Task Manager - 2023 | Weather App - 2021 | Social Media App - 2022,2,"Cognizant, Cisco",1,0,1.5,Junior,1,None,0,0,1,0,0.5,8.26,1,"Delhi-NCR, Chennai, Hyderabad",1.17,0.8,0.63,0cd8875c
Data Scientist,STU007567,19,Female,Hyderabad,Telangana,225907,PhD,IIT Hyderabad,Tier-1,Computer Science,2026,8.88,9,"Machine Learning, Python, Data Visualization, R, Tableau, SQL, Statistics",7,1,0,0,1,3,Task Manager - 2022 | E-commerce Platform - 2021 | Weather App - 2020,2,"Wipro, CRED",1,0,0.3,Junior,1,"AWS Certified Data Analytics, SAS Certified Specialist",2,1,1,1,1.0,22.31,1,"Delhi-NCR, Chennai, Hyderabad",0.94,1.17,0.66,0cd8875c
Machine Learning Engineer,STU008475,19,Female,Kolkata,West Bengal,555133,Diploma,NIT Allahabad,Tier-2,Computer Science,2027,6.29,6,"Deep Learning, Keras, Python, NLP, Scikit-learn, PyTorch, MLOps, TensorFlow, Computer Vision",9,1,0,0,0,2,Social Media App - 2022 | Social Media App - 2020,1,Wipro,1,0,0.0,Fresher,0,"TensorFlow Developer Certificate, NVIDIA DLI Certifications",2,1,1,1,1.0,7.75,1,"Mumbai, Pune",0.63,1.5,0.64,0cd8875c
Civil Engineer,STU001857,21,Male,Hyderabad,Telangana,726754,Bachelor's,IIT BHU,Tier-1,Construction Technology,2027,8.17,8,"Project Management, STAAD Pro, Revit, AutoCAD, Surveying, Construction Management, Structural Analysis",7,0,0,0,0,3,Building Plan - 2020 | Bridge Design - 2022 | Building Plan - 2023,0,None,0,0,0.0,Fresher,0,AutoCAD Certified Professional,1,1,0,1,0.5,5.21,0,"Pune, Delhi-NCR, Chennai",0.82,0.93,0.58,0cd8875c
